"data_coleta";"uf";"taxa_ocup";"alerta"
"2020-07-17";"Rondônia";"74,2";"Médio"
"2020-07-27";"Rondônia";"79,2";"Médio"
"2020-08-10";"Rondônia";"62,6";"Médio"
"2020-08-24";"Rondônia";"71,0";"Médio"
"2020-09-07";"Rondônia";"66,8";"Médio"
"2020-09-21";"Rondônia";"55,6";"Baixo"
"2020-10-05";"Rondônia";"42,0";"Baixo"
"2020-10-26";"Rondônia";"29,7";"Baixo"
"2020-11-09";"Rondônia";"27,8";"Baixo"
"2020-11-23";"Rondônia";"46,4";"Baixo"
"2020-12-07";"Rondônia";"61,9";"Médio"
"2020-12-21";"Rondônia";"59,4";"Baixo"
"2021-01-04";"Rondônia";"72,3";"Médio"
"2021-01-18";"Rondônia";"91,6";"Crítico"
"2021-02-01";"Rondônia";"94,2";"Crítico"
"2021-02-22";"Rondônia";"97,1";"Crítico"
"2021-03-01";"Rondônia";"97,0";"Crítico"
"2021-03-08";"Rondônia";"97,6";"Crítico"
"2021-03-15";"Rondônia";"98,0";"Crítico"
"2021-03-22";"Rondônia";"100,0";"Crítico"
"2021-03-29";"Rondônia";"98,0";"Crítico"
"2021-04-05";"Rondônia";"96,0";"Crítico"
"2021-04-12";"Rondônia";"96,0";"Crítico"
"2021-04-19";"Rondônia";"94,0";"Crítico"
"2021-04-26";"Rondônia";"85,0";"Crítico"
"2021-05-03";"Rondônia";"89,0";"Crítico"
"2021-05-10";"Rondônia";"88,0";"Crítico"
"2021-05-17";"Rondônia";"83,0";"Crítico"
"2021-05-24";"Rondônia";"79,0";"Médio"
"2021-05-31";"Rondônia";"72,0";"Médio"
"2021-06-07";"Rondônia";"62,0";"Médio"
"2021-06-14";"Rondônia";"57,0";"Baixo"
"2021-06-21";"Rondônia";"56,0";"Baixo"
"2021-06-28";"Rondônia";"58,0";"Baixo"
"2021-07-05";"Rondônia";"59,0";"Baixo"
"2021-07-12";"Rondônia";"60,0";"Médio"
"2021-07-19";"Rondônia";"62,0";"Médio"
"2021-07-26";"Rondônia";"52,0";"Baixo"
"2021-08-02";"Rondônia";"51,0";"Baixo"
"2021-08-09";"Rondônia";"64,0";"Médio"
"2021-08-16";"Rondônia";"50,0";"Baixo"
"2021-08-23";"Rondônia";"38,0";"Baixo"
"2021-08-30";"Rondônia";"43,0";"Baixo"
"2021-09-06";"Rondônia";"47,0";"Baixo"
"2021-09-13";"Rondônia";"38,0";"Baixo"
"2021-09-20";"Rondônia";"36,0";"Baixo"
"2021-09-27";"Rondônia";"34,0";"Baixo"
"2021-10-04";"Rondônia";"34,0";"Baixo"
"2021-10-11";"Rondônia";"36,0";"Baixo"
"2021-10-18";"Rondônia";"44,0";"Baixo"
"2021-10-25";"Rondônia";"36,0";"Baixo"
"2021-11-01";"Rondônia";"48,0";"Baixo"
"2021-11-08";"Rondônia";"55,0";"Baixo"
"2021-11-15";"Rondônia";"63,0";"Médio"
"2021-11-22";"Rondônia";"71,0";"Médio"
"2021-11-29";"Rondônia";"73,0";"Médio"
"2021-12-06";"Rondônia";"73,0";"Médio"
"2021-12-20";"Rondônia";"50,0";"Baixo"
"2022-01-05";"Rondônia";"50,0";"Baixo"
"2022-01-10";"Rondônia";"53,0";"Baixo"
"2022-01-17";"Rondônia";"54,0";"Baixo"
"2022-01-24";"Rondônia";"65,0";"Médio"
"2022-01-31";"Rondônia";"58,0";"Baixo"
"2022-02-07";"Rondônia";"69,0";"Médio"
"2022-02-14";"Rondônia";"74,0";"Médio"
"2022-02-22";"Rondônia";"59,0";"Baixo"
"2022-02-22";"Rondônia";"59,0";"Baixo"
"2022-03-07";"Rondônia";"45,0";"Baixo"
"2022-03-21";"Rondônia";"32,0";"Baixo"
"2022-04-04";"Rondônia";"23,0";"Baixo"
"2022-04-25";"Rondônia";;
"2020-07-17";"Acre";"28,0";"Baixo"
"2020-07-27";"Acre";"56,7";"Baixo"
"2020-08-10";"Acre";"74,5";"Médio"
"2020-08-24";"Acre";"56,7";"Baixo"
"2020-09-07";"Acre";"46,7";"Baixo"
"2020-09-21";"Acre";"27,8";"Baixo"
"2020-10-05";"Acre";"31,1";"Baixo"
"2020-10-26";"Acre";"30,0";"Baixo"
"2020-11-09";"Acre";"27,8";"Baixo"
"2020-11-23";"Acre";"28,9";"Baixo"
"2020-12-07";"Acre";"62,5";"Médio"
"2020-12-21";"Acre";"63,1";"Médio"
"2021-01-04";"Acre";"64,6";"Médio"
"2021-01-18";"Acre";"76,9";"Médio"
"2021-02-01";"Acre";"80,0";"Crítico"
"2021-02-22";"Acre";"88,7";"Crítico"
"2021-03-01";"Acre";"92,0";"Crítico"
"2021-03-08";"Acre";"96,2";"Crítico"
"2021-03-15";"Acre";"94,0";"Crítico"
"2021-03-22";"Acre";"90,0";"Crítico"
"2021-03-29";"Acre";"97,0";"Crítico"
"2021-04-05";"Acre";"95,0";"Crítico"
"2021-04-12";"Acre";"92,0";"Crítico"
"2021-04-19";"Acre";"94,0";"Crítico"
"2021-04-26";"Acre";"83,0";"Crítico"
"2021-05-03";"Acre";"77,0";"Médio"
"2021-05-10";"Acre";"57,0";"Baixo"
"2021-05-17";"Acre";"50,0";"Baixo"
"2021-05-24";"Acre";"47,0";"Baixo"
"2021-05-31";"Acre";"43,0";"Baixo"
"2021-06-07";"Acre";"41,0";"Baixo"
"2021-06-14";"Acre";"40,0";"Baixo"
"2021-06-21";"Acre";"38,0";"Baixo"
"2021-06-28";"Acre";"37,0";"Baixo"
"2021-07-05";"Acre";"26,0";"Baixo"
"2021-07-12";"Acre";"24,0";"Baixo"
"2021-07-19";"Acre";"17,0";"Baixo"
"2021-07-26";"Acre";"17,0";"Baixo"
"2021-08-02";"Acre";"21,0";"Baixo"
"2021-08-09";"Acre";"13,0";"Baixo"
"2021-08-16";"Acre";"7,0";"Baixo"
"2021-08-23";"Acre";"9,0";"Baixo"
"2021-08-30";"Acre";"9,0";"Baixo"
"2021-09-06";"Acre";"7,0";"Baixo"
"2021-09-13";"Acre";"9,0";"Baixo"
"2021-09-20";"Acre";"6,0";"Baixo"
"2021-09-27";"Acre";"4,0";"Baixo"
"2021-10-04";"Acre";"4,0";"Baixo"
"2021-10-11";"Acre";"6,0";"Baixo"
"2021-10-18";"Acre";"7,0";"Baixo"
"2021-10-25";"Acre";"3,0";"Baixo"
"2021-11-01";"Acre";"1,0";"Baixo"
"2021-11-08";"Acre";"3,0";"Baixo"
"2021-11-15";"Acre";"4,0";"Baixo"
"2021-11-22";"Acre";"10,0";"Baixo"
"2021-11-29";"Acre";"10,0";"Baixo"
"2021-12-06";"Acre";"15,0";"Baixo"
"2021-12-20";"Acre";"10,0";"Baixo"
"2022-01-05";"Acre";"10,0";"Baixo"
"2022-01-10";"Acre";"15,0";"Baixo"
"2022-01-17";"Acre";"25,0";"Baixo"
"2022-01-24";"Acre";"45,0";"Baixo"
"2022-01-31";"Acre";"57,0";"Baixo"
"2022-02-07";"Acre";"67,0";"Médio"
"2022-02-14";"Acre";"63,0";"Médio"
"2022-02-22";"Acre";"60,0";"Médio"
"2022-03-07";"Acre";"40,0";"Baixo"
"2022-03-21";"Acre";"10,0";"Baixo"
"2022-04-04";"Acre";"13,0";"Baixo"
"2022-04-25";"Acre";"10,0";"Baixo"
"2020-07-17";"Amazonas";"46,0";"Baixo"
"2020-07-27";"Amazonas";"34,8";"Baixo"
"2020-08-10";"Amazonas";"26,1";"Baixo"
"2020-08-24";"Amazonas";"25,1";"Baixo"
"2020-09-07";"Amazonas";"47,9";"Baixo"
"2020-09-21";"Amazonas";"55,4";"Baixo"
"2020-10-05";"Amazonas";"68,3";"Médio"
"2020-10-26";"Amazonas";"67,7";"Médio"
"2020-11-09";"Amazonas";"88,5";"Crítico"
"2020-11-23";"Amazonas";"86,0";"Crítico"
"2020-12-07";"Amazonas";"76,7";"Médio"
"2020-12-21";"Amazonas";"82,3";"Crítico"
"2021-01-04";"Amazonas";"89,2";"Crítico"
"2021-01-18";"Amazonas";"94,1";"Crítico"
"2021-02-01";"Amazonas";"90,1";"Crítico"
"2021-02-22";"Amazonas";"94,6";"Crítico"
"2021-03-01";"Amazonas";"92,0";"Crítico"
"2021-03-08";"Amazonas";"87,4";"Crítico"
"2021-03-15";"Amazonas";"80,0";"Crítico"
"2021-03-22";"Amazonas";"79,0";"Médio"
"2021-03-29";"Amazonas";"76,0";"Médio"
"2021-04-05";"Amazonas";"75,0";"Médio"
"2021-04-12";"Amazonas";"73,0";"Médio"
"2021-04-19";"Amazonas";"69,0";"Médio"
"2021-04-26";"Amazonas";"65,0";"Médio"
"2021-05-03";"Amazonas";"63,0";"Médio"
"2021-05-10";"Amazonas";"55,0";"Baixo"
"2021-05-17";"Amazonas";"50,0";"Baixo"
"2021-05-24";"Amazonas";"57,0";"Baixo"
"2021-05-31";"Amazonas";"62,0";"Médio"
"2021-06-07";"Amazonas";"61,0";"Médio"
"2021-06-14";"Amazonas";"62,0";"Médio"
"2021-06-21";"Amazonas";"54,0";"Baixo"
"2021-06-28";"Amazonas";"63,0";"Médio"
"2021-07-05";"Amazonas";"62,0";"Médio"
"2021-07-12";"Amazonas";"70,0";"Médio"
"2021-07-19";"Amazonas";"66,0";"Médio"
"2021-07-26";"Amazonas";"59,0";"Baixo"
"2021-08-02";"Amazonas";"59,0";"Baixo"
"2021-08-09";"Amazonas";"54,0";"Baixo"
"2021-08-16";"Amazonas";"50,0";"Baixo"
"2021-08-23";"Amazonas";"44,0";"Baixo"
"2021-08-30";"Amazonas";"41,0";"Baixo"
"2021-09-06";"Amazonas";"34,0";"Baixo"
"2021-09-13";"Amazonas";"29,0";"Baixo"
"2021-09-20";"Amazonas";"50,0";"Baixo"
"2021-09-27";"Amazonas";"44,0";"Baixo"
"2021-10-04";"Amazonas";"27,0";"Baixo"
"2021-10-11";"Amazonas";"24,0";"Baixo"
"2021-10-18";"Amazonas";"22,0";"Baixo"
"2021-10-25";"Amazonas";"16,0";"Baixo"
"2021-11-01";"Amazonas";"24,0";"Baixo"
"2021-11-08";"Amazonas";"28,0";"Baixo"
"2021-11-15";"Amazonas";"27,0";"Baixo"
"2021-11-22";"Amazonas";"21,0";"Baixo"
"2021-11-29";"Amazonas";"22,0";"Baixo"
"2021-12-06";"Amazonas";"28,0";"Baixo"
"2021-12-20";"Amazonas";"36,0";"Baixo"
"2022-01-05";"Amazonas";"34,0";"Baixo"
"2022-01-10";"Amazonas";"45,0";"Baixo"
"2022-01-17";"Amazonas";"77,0";"Médio"
"2022-01-24";"Amazonas";"75,0";"Médio"
"2022-01-31";"Amazonas";"80,0";"Crítico"
"2022-02-07";"Amazonas";"58,0";"Baixo"
"2022-02-14";"Amazonas";"54,0";"Baixo"
"2022-02-22";"Amazonas";"32,0";"Baixo"
"2022-03-07";"Amazonas";"13,0";"Baixo"
"2022-03-21";"Amazonas";"6,0";"Baixo"
"2022-04-04";"Amazonas";"17,0";"Baixo"
"2022-04-25";"Amazonas";"16,0";"Baixo"
"2020-07-17";"Roraima";"72,0";"Médio"
"2020-07-27";"Roraima";"70,8";"Médio"
"2020-08-10";"Roraima";"54,8";"Baixo"
"2020-08-24";"Roraima";"70,8";"Médio"
"2020-09-07";"Roraima";"50,0";"Baixo"
"2020-09-21";"Roraima";"50,0";"Baixo"
"2020-10-05";"Roraima";"42,0";"Baixo"
"2020-10-26";"Roraima";"51,7";"Baixo"
"2020-11-09";"Roraima";"48,3";"Baixo"
"2020-11-23";"Roraima";"36,7";"Baixo"
"2020-12-07";"Roraima";"39,0";"Baixo"
"2020-12-21";"Roraima";"83,3";"Crítico"
"2021-01-04";"Roraima";"71,4";"Médio"
"2021-01-18";"Roraima";"95,6";"Crítico"
"2021-02-01";"Roraima";"79,0";"Médio"
"2021-02-22";"Roraima";"82,2";"Crítico"
"2021-03-01";"Roraima";"82,0";"Crítico"
"2021-03-08";"Roraima";"80,0";"Crítico"
"2021-03-15";"Roraima";"73,0";"Médio"
"2021-03-22";"Roraima";"64,0";"Médio"
"2021-03-29";"Roraima";"62,0";"Médio"
"2021-04-05";"Roraima";"49,0";"Baixo"
"2021-04-12";"Roraima";"44,0";"Baixo"
"2021-04-19";"Roraima";"38,0";"Baixo"
"2021-04-26";"Roraima";"43,0";"Baixo"
"2021-05-03";"Roraima";"44,0";"Baixo"
"2021-05-10";"Roraima";"37,0";"Baixo"
"2021-05-17";"Roraima";"36,0";"Baixo"
"2021-05-24";"Roraima";"83,0";"Crítico"
"2021-05-31";"Roraima";"75,0";"Médio"
"2021-06-07";"Roraima";"87,0";"Crítico"
"2021-06-14";"Roraima";"85,0";"Crítico"
"2021-06-21";"Roraima";"91,0";"Crítico"
"2021-06-28";"Roraima";"87,0";"Crítico"
"2021-07-05";"Roraima";"97,0";"Crítico"
"2021-07-12";"Roraima";"74,0";"Médio"
"2021-07-19";"Roraima";"65,0";"Médio"
"2021-07-26";"Roraima";"68,0";"Médio"
"2021-08-02";"Roraima";"58,0";"Baixo"
"2021-08-09";"Roraima";"70,0";"Médio"
"2021-08-16";"Roraima";"74,0";"Médio"
"2021-08-23";"Roraima";"84,0";"Crítico"
"2021-08-30";"Roraima";"82,0";"Crítico"
"2021-09-06";"Roraima";"82,0";"Crítico"
"2021-09-13";"Roraima";"76,0";"Médio"
"2021-09-20";"Roraima";"58,0";"Baixo"
"2021-09-27";"Roraima";"47,0";"Baixo"
"2021-10-04";"Roraima";"45,0";"Baixo"
"2021-10-11";"Roraima";"27,0";"Baixo"
"2021-10-18";"Roraima";"29,0";"Baixo"
"2021-10-25";"Roraima";"22,0";"Baixo"
"2021-11-01";"Roraima";"16,0";"Baixo"
"2021-11-08";"Roraima";"31,0";"Baixo"
"2021-11-15";"Roraima";"29,0";"Baixo"
"2021-11-22";"Roraima";"31,0";"Baixo"
"2021-11-29";"Roraima";"22,0";"Baixo"
"2021-12-06";"Roraima";"31,0";"Baixo"
"2021-12-20";"Roraima";"22,0";"Baixo"
"2022-01-05";"Roraima";;
"2022-01-10";"Roraima";;
"2022-01-17";"Roraima";"60,0";"Médio"
"2022-01-24";"Roraima";"70,0";"Médio"
"2022-01-31";"Roraima";"52,0";"Baixo"
"2022-02-07";"Roraima";"56,0";"Baixo"
"2022-02-14";"Roraima";;
"2022-02-22";"Roraima";;
"2022-03-07";"Roraima";"26,0";"Baixo"
"2022-03-21";"Roraima";"19,0";"Baixo"
"2022-04-04";"Roraima";"0,0";"Baixo"
"2022-04-25";"Roraima";"0,0";"Baixo"
"2020-07-17";"Pará";"59,8";"Baixo"
"2020-07-27";"Pará";"56,3";"Baixo"
"2020-08-10";"Pará";"57,7";"Baixo"
"2020-08-24";"Pará";"52,5";"Baixo"
"2020-09-07";"Pará";"60,5";"Médio"
"2020-09-21";"Pará";"50,8";"Baixo"
"2020-10-05";"Pará";"37,7";"Baixo"
"2020-10-26";"Pará";"55,6";"Baixo"
"2020-11-09";"Pará";"51,5";"Baixo"
"2020-11-23";"Pará";"52,0";"Baixo"
"2020-12-07";"Pará";"52,7";"Baixo"
"2020-12-21";"Pará";"65,4";"Médio"
"2021-01-04";"Pará";"71,4";"Médio"
"2021-01-18";"Pará";"77,5";"Médio"
"2021-02-01";"Pará";"76,9";"Médio"
"2021-02-22";"Pará";"76,0";"Médio"
"2021-03-01";"Pará";"82,0";"Crítico"
"2021-03-08";"Pará";"74,7";"Médio"
"2021-03-15";"Pará";"81,0";"Crítico"
"2021-03-22";"Pará";"87,0";"Crítico"
"2021-03-29";"Pará";"86,0";"Crítico"
"2021-04-05";"Pará";"87,0";"Crítico"
"2021-04-12";"Pará";"82,0";"Crítico"
"2021-04-19";"Pará";"80,0";"Crítico"
"2021-04-26";"Pará";"80,0";"Crítico"
"2021-05-03";"Pará";"72,0";"Médio"
"2021-05-10";"Pará";"69,0";"Médio"
"2021-05-17";"Pará";"66,0";"Médio"
"2021-05-24";"Pará";"73,0";"Médio"
"2021-05-31";"Pará";"75,0";"Médio"
"2021-06-07";"Pará";"78,0";"Médio"
"2021-06-14";"Pará";"71,0";"Médio"
"2021-06-21";"Pará";"64,0";"Médio"
"2021-06-28";"Pará";"63,0";"Médio"
"2021-07-05";"Pará";"55,0";"Baixo"
"2021-07-12";"Pará";"61,0";"Médio"
"2021-07-19";"Pará";"60,0";"Médio"
"2021-07-26";"Pará";"61,0";"Médio"
"2021-08-02";"Pará";"54,0";"Baixo"
"2021-08-09";"Pará";"48,0";"Baixo"
"2021-08-16";"Pará";"40,0";"Baixo"
"2021-08-23";"Pará";"40,0";"Baixo"
"2021-08-30";"Pará";"42,0";"Baixo"
"2021-09-06";"Pará";"35,0";"Baixo"
"2021-09-13";"Pará";"31,0";"Baixo"
"2021-09-20";"Pará";"31,0";"Baixo"
"2021-09-27";"Pará";"31,0";"Baixo"
"2021-10-04";"Pará";"23,0";"Baixo"
"2021-10-11";"Pará";"23,0";"Baixo"
"2021-10-18";"Pará";"39,0";"Baixo"
"2021-10-25";"Pará";"34,0";"Baixo"
"2021-11-01";"Pará";"47,0";"Baixo"
"2021-11-08";"Pará";"40,0";"Baixo"
"2021-11-15";"Pará";"54,0";"Baixo"
"2021-11-22";"Pará";"65,0";"Médio"
"2021-11-29";"Pará";"75,0";"Médio"
"2021-12-06";"Pará";"91,0";"Crítico"
"2021-12-20";"Pará";"72,0";"Médio"
"2022-01-05";"Pará";"67,0";"Médio"
"2022-01-10";"Pará";"71,0";"Médio"
"2022-01-17";"Pará";"63,0";"Médio"
"2022-01-24";"Pará";"76,0";"Médio"
"2022-01-31";"Pará";"74,0";"Médio"
"2022-02-07";"Pará";"79,0";"Médio"
"2022-02-14";"Pará";"63,0";"Médio"
"2022-02-22";"Pará";"49,0";"Baixo"
"2022-03-07";"Pará";"33,0";"Baixo"
"2022-03-21";"Pará";"26,0";"Baixo"
"2022-04-04";"Pará";"24,0";"Baixo"
"2022-04-25";"Pará";"20,0";"Baixo"
"2020-07-17";"Amapá";"30,0";"Baixo"
"2020-07-27";"Amapá";"29,2";"Baixo"
"2020-08-10";"Amapá";"25,0";"Baixo"
"2020-08-24";"Amapá";"22,7";"Baixo"
"2020-09-07";"Amapá";"13,6";"Baixo"
"2020-09-21";"Amapá";"15,7";"Baixo"
"2020-10-05";"Amapá";"18,4";"Baixo"
"2020-10-26";"Amapá";"55,0";"Baixo"
"2020-11-09";"Amapá";"67,3";"Médio"
"2020-11-23";"Amapá";"78,3";"Médio"
"2020-12-07";"Amapá";"79,0";"Médio"
"2020-12-21";"Amapá";"81,0";"Crítico"
"2021-01-04";"Amapá";"81,0";"Crítico"
"2021-01-18";"Amapá";"83,1";"Crítico"
"2021-02-01";"Amapá";"66,7";"Médio"
"2021-02-22";"Amapá";"62,3";"Médio"
"2021-03-01";"Amapá";"64,0";"Médio"
"2021-03-08";"Amapá";"79,0";"Médio"
"2021-03-15";"Amapá";"90,0";"Crítico"
"2021-03-22";"Amapá";"94,0";"Crítico"
"2021-03-29";"Amapá";"100,0";"Crítico"
"2021-04-05";"Amapá";"91,0";"Crítico"
"2021-04-12";"Amapá";"84,0";"Crítico"
"2021-04-19";"Amapá";"68,0";"Médio"
"2021-04-26";"Amapá";"63,0";"Médio"
"2021-05-03";"Amapá";"69,0";"Médio"
"2021-05-10";"Amapá";"72,0";"Médio"
"2021-05-17";"Amapá";"68,0";"Médio"
"2021-05-24";"Amapá";"72,0";"Médio"
"2021-05-31";"Amapá";"69,0";"Médio"
"2021-06-07";"Amapá";"68,0";"Médio"
"2021-06-14";"Amapá";"63,0";"Médio"
"2021-06-21";"Amapá";"53,0";"Baixo"
"2021-06-28";"Amapá";"55,0";"Baixo"
"2021-07-05";"Amapá";"50,0";"Baixo"
"2021-07-12";"Amapá";"47,0";"Baixo"
"2021-07-19";"Amapá";"47,0";"Baixo"
"2021-07-26";"Amapá";"34,0";"Baixo"
"2021-08-02";"Amapá";"30,0";"Baixo"
"2021-08-09";"Amapá";"26,0";"Baixo"
"2021-08-16";"Amapá";"20,0";"Baixo"
"2021-08-23";"Amapá";"21,0";"Baixo"
"2021-08-30";"Amapá";"15,0";"Baixo"
"2021-09-06";"Amapá";"16,0";"Baixo"
"2021-09-13";"Amapá";"13,0";"Baixo"
"2021-09-20";"Amapá";"15,0";"Baixo"
"2021-09-27";"Amapá";"15,0";"Baixo"
"2021-10-04";"Amapá";"12,0";"Baixo"
"2021-10-11";"Amapá";"11,0";"Baixo"
"2021-10-18";"Amapá";"9,0";"Baixo"
"2021-10-25";"Amapá";"10,0";"Baixo"
"2021-11-01";"Amapá";"18,0";"Baixo"
"2021-11-08";"Amapá";"16,0";"Baixo"
"2021-11-15";"Amapá";"18,0";"Baixo"
"2021-11-22";"Amapá";"16,0";"Baixo"
"2021-11-29";"Amapá";"13,0";"Baixo"
"2021-12-06";"Amapá";"11,0";"Baixo"
"2021-12-20";"Amapá";"23,0";"Baixo"
"2022-01-05";"Amapá";"31,0";"Baixo"
"2022-01-10";"Amapá";"47,0";"Baixo"
"2022-01-17";"Amapá";"45,0";"Baixo"
"2022-01-24";"Amapá";"69,0";"Médio"
"2022-01-31";"Amapá";"69,0";"Médio"
"2022-02-07";"Amapá";"63,0";"Médio"
"2022-02-14";"Amapá";"44,0";"Baixo"
"2022-02-22";"Amapá";"37,0";"Baixo"
"2022-03-07";"Amapá";"15,0";"Baixo"
"2022-03-21";"Amapá";"7,0";"Baixo"
"2022-04-04";"Amapá";"3,0";"Baixo"
"2022-04-25";"Amapá";"0,0";"Baixo"
"2020-07-17";"Tocantins";"62,0";"Médio"
"2020-07-27";"Tocantins";"64,0";"Médio"
"2020-08-10";"Tocantins";"83,0";"Crítico"
"2020-08-24";"Tocantins";"74,1";"Médio"
"2020-09-07";"Tocantins";"70,7";"Médio"
"2020-09-21";"Tocantins";"53,0";"Baixo"
"2020-10-05";"Tocantins";"50,3";"Baixo"
"2020-10-26";"Tocantins";"34,2";"Baixo"
"2020-11-09";"Tocantins";"29,0";"Baixo"
"2020-11-23";"Tocantins";"23,5";"Baixo"
"2020-12-07";"Tocantins";"37,1";"Baixo"
"2020-12-21";"Tocantins";"41,5";"Baixo"
"2021-01-04";"Tocantins";"45,6";"Baixo"
"2021-01-18";"Tocantins";"64,3";"Médio"
"2021-02-01";"Tocantins";"56,6";"Baixo"
"2021-02-22";"Tocantins";"74,1";"Médio"
"2021-03-01";"Tocantins";"86,0";"Crítico"
"2021-03-08";"Tocantins";"94,8";"Crítico"
"2021-03-15";"Tocantins";"96,0";"Crítico"
"2021-03-22";"Tocantins";"90,0";"Crítico"
"2021-03-29";"Tocantins";"97,0";"Crítico"
"2021-04-05";"Tocantins";"95,0";"Crítico"
"2021-04-12";"Tocantins";"90,0";"Crítico"
"2021-04-19";"Tocantins";"93,0";"Crítico"
"2021-04-26";"Tocantins";"91,0";"Crítico"
"2021-05-03";"Tocantins";"88,0";"Crítico"
"2021-05-10";"Tocantins";"81,0";"Crítico"
"2021-05-17";"Tocantins";"89,0";"Crítico"
"2021-05-24";"Tocantins";"86,0";"Crítico"
"2021-05-31";"Tocantins";"91,0";"Crítico"
"2021-06-07";"Tocantins";"94,0";"Crítico"
"2021-06-14";"Tocantins";"97,0";"Crítico"
"2021-06-21";"Tocantins";"95,0";"Crítico"
"2021-06-28";"Tocantins";"90,0";"Crítico"
"2021-07-05";"Tocantins";"71,0";"Médio"
"2021-07-12";"Tocantins";"75,0";"Médio"
"2021-07-19";"Tocantins";"77,0";"Médio"
"2021-07-26";"Tocantins";"71,0";"Médio"
"2021-08-02";"Tocantins";"64,0";"Médio"
"2021-08-09";"Tocantins";"58,0";"Baixo"
"2021-08-16";"Tocantins";"57,0";"Baixo"
"2021-08-23";"Tocantins";"44,0";"Baixo"
"2021-08-30";"Tocantins";"43,0";"Baixo"
"2021-09-06";"Tocantins";"41,0";"Baixo"
"2021-09-13";"Tocantins";"27,0";"Baixo"
"2021-09-20";"Tocantins";"31,0";"Baixo"
"2021-09-27";"Tocantins";"27,0";"Baixo"
"2021-10-04";"Tocantins";"33,0";"Baixo"
"2021-10-11";"Tocantins";"27,0";"Baixo"
"2021-10-18";"Tocantins";"14,0";"Baixo"
"2021-10-25";"Tocantins";"18,0";"Baixo"
"2021-11-01";"Tocantins";"21,0";"Baixo"
"2021-11-08";"Tocantins";"16,0";"Baixo"
"2021-11-15";"Tocantins";"15,0";"Baixo"
"2021-11-22";"Tocantins";"24,0";"Baixo"
"2021-11-29";"Tocantins";"19,0";"Baixo"
"2021-12-06";"Tocantins";"23,0";"Baixo"
"2021-12-20";"Tocantins";"23,0";"Baixo"
"2022-01-05";"Tocantins";"62,0";"Médio"
"2022-01-10";"Tocantins";"61,0";"Médio"
"2022-01-17";"Tocantins";"76,0";"Médio"
"2022-01-24";"Tocantins";"77,0";"Médio"
"2022-01-31";"Tocantins";"78,0";"Médio"
"2022-02-07";"Tocantins";"81,0";"Crítico"
"2022-02-14";"Tocantins";"64,0";"Médio"
"2022-02-22";"Tocantins";"64,0";"Médio"
"2022-03-07";"Tocantins";"26,0";"Baixo"
"2022-03-21";"Tocantins";"16,0";"Baixo"
"2022-04-04";"Tocantins";"14,0";"Baixo"
"2022-04-25";"Tocantins";"11,0";"Baixo"
"2020-07-17";"Maranhão";"54,8";"Baixo"
"2020-07-27";"Maranhão";"51,3";"Baixo"
"2020-08-10";"Maranhão";"38,7";"Baixo"
"2020-08-24";"Maranhão";"38,7";"Baixo"
"2020-09-07";"Maranhão";"39,0";"Baixo"
"2020-09-21";"Maranhão";"27,8";"Baixo"
"2020-10-05";"Maranhão";"24,0";"Baixo"
"2020-10-26";"Maranhão";"31,2";"Baixo"
"2020-11-09";"Maranhão";"28,3";"Baixo"
"2020-11-23";"Maranhão";"29,4";"Baixo"
"2020-12-07";"Maranhão";"31,2";"Baixo"
"2020-12-21";"Maranhão";"30,5";"Baixo"
"2021-01-04";"Maranhão";"33,5";"Baixo"
"2021-01-18";"Maranhão";"50,9";"Baixo"
"2021-02-01";"Maranhão";"63,9";"Médio"
"2021-02-22";"Maranhão";"77,7";"Médio"
"2021-03-01";"Maranhão";"86,0";"Crítico"
"2021-03-08";"Maranhão";"89,1";"Crítico"
"2021-03-15";"Maranhão";"87,0";"Crítico"
"2021-03-22";"Maranhão";"89,0";"Crítico"
