"data_coleta";"uf";"taxa_ocup";"alerta"
"2022-01-05";"Santa Catarina";"25,0";"Baixo"
"2022-01-10";"Santa Catarina";"31,0";"Baixo"
"2022-01-17";"Santa Catarina";"39,0";"Baixo"
"2022-01-24";"Santa Catarina";"53,0";"Baixo"
"2022-01-31";"Santa Catarina";"76,0";"Médio"
"2022-02-07";"Santa Catarina";"74,0";"Médio"
"2022-02-14";"Santa Catarina";"71,0";"Médio"
"2022-02-22";"Santa Catarina";"60,0";"Médio"
"2022-03-07";"Santa Catarina";"79,0";"Médio"
"2022-03-21";"Santa Catarina";"36,0";"Baixo"
"2022-04-04";"Santa Catarina";"29,0";"Baixo"
"2022-04-25";"Santa Catarina";"48,0";"Baixo"
"2020-07-17";"Rio Grande do Sul";"76,1";"Médio"
"2020-07-27";"Rio Grande do Sul";"75,7";"Médio"
"2020-08-10";"Rio Grande do Sul";"75,4";"Médio"
"2020-08-24";"Rio Grande do Sul";"75,6";"Médio"
"2020-09-07";"Rio Grande do Sul";"73,1";"Médio"
"2020-09-21";"Rio Grande do Sul";"71,7";"Médio"
"2020-10-05";"Rio Grande do Sul";"66,8";"Médio"
"2020-10-26";"Rio Grande do Sul";"64,8";"Médio"
"2020-11-09";"Rio Grande do Sul";"65,3";"Médio"
"2020-11-23";"Rio Grande do Sul";"69,8";"Médio"
"2020-12-07";"Rio Grande do Sul";"75,4";"Médio"
"2020-12-21";"Rio Grande do Sul";"74,1";"Médio"
"2021-01-04";"Rio Grande do Sul";"73,3";"Médio"
"2021-01-18";"Rio Grande do Sul";"73,8";"Médio"
"2021-02-01";"Rio Grande do Sul";"70,8";"Médio"
"2021-02-22";"Rio Grande do Sul";"83,6";"Crítico"
"2021-03-01";"Rio Grande do Sul";"88,0";"Crítico"
"2021-03-08";"Rio Grande do Sul";"99,2";"Crítico"
"2021-03-15";"Rio Grande do Sul";"100,0";"Crítico"
"2021-03-22";"Rio Grande do Sul";"97,0";"Crítico"
"2021-03-29";"Rio Grande do Sul";"95,0";"Crítico"
"2021-04-05";"Rio Grande do Sul";"90,0";"Crítico"
"2021-04-12";"Rio Grande do Sul";"88,0";"Crítico"
"2021-04-19";"Rio Grande do Sul";"83,0";"Crítico"
"2021-04-26";"Rio Grande do Sul";"81,0";"Crítico"
"2021-05-03";"Rio Grande do Sul";"78,0";"Médio"
"2021-05-10";"Rio Grande do Sul";"73,0";"Médio"
"2021-05-17";"Rio Grande do Sul";"74,0";"Médio"
"2021-05-24";"Rio Grande do Sul";"79,0";"Médio"
"2021-05-31";"Rio Grande do Sul";"83,0";"Crítico"
"2021-06-07";"Rio Grande do Sul";"84,0";"Crítico"
"2021-06-14";"Rio Grande do Sul";"82,0";"Crítico"
"2021-06-21";"Rio Grande do Sul";"83,0";"Crítico"
"2021-06-28";"Rio Grande do Sul";"79,0";"Médio"
"2021-07-05";"Rio Grande do Sul";"76,0";"Médio"
"2021-07-12";"Rio Grande do Sul";"73,0";"Médio"
"2021-07-19";"Rio Grande do Sul";"70,0";"Médio"
"2021-07-26";"Rio Grande do Sul";"65,0";"Médio"
"2021-08-02";"Rio Grande do Sul";"60,0";"Médio"
"2021-08-09";"Rio Grande do Sul";"57,0";"Baixo"
"2021-08-16";"Rio Grande do Sul";"56,0";"Baixo"
"2021-08-23";"Rio Grande do Sul";"54,0";"Baixo"
"2021-08-30";"Rio Grande do Sul";"55,0";"Baixo"
"2021-09-06";"Rio Grande do Sul";"51,0";"Baixo"
"2021-09-13";"Rio Grande do Sul";"50,0";"Baixo"
"2021-09-20";"Rio Grande do Sul";"52,0";"Baixo"
"2021-09-27";"Rio Grande do Sul";"54,0";"Baixo"
"2021-10-04";"Rio Grande do Sul";"54,0";"Baixo"
"2021-10-11";"Rio Grande do Sul";"56,0";"Baixo"
"2021-10-18";"Rio Grande do Sul";"54,0";"Baixo"
"2021-10-25";"Rio Grande do Sul";"52,0";"Baixo"
"2021-11-01";"Rio Grande do Sul";"54,0";"Baixo"
"2021-11-08";"Rio Grande do Sul";"55,0";"Baixo"
"2021-11-15";"Rio Grande do Sul";"54,0";"Baixo"
"2021-11-22";"Rio Grande do Sul";"53,0";"Baixo"
"2021-11-29";"Rio Grande do Sul";"51,0";"Baixo"
"2021-12-06";"Rio Grande do Sul";"52,0";"Baixo"
"2021-12-20";"Rio Grande do Sul";"51,0";"Baixo"
"2022-01-05";"Rio Grande do Sul";"48,0";"Baixo"
"2022-01-10";"Rio Grande do Sul";"49,0";"Baixo"
"2022-01-17";"Rio Grande do Sul";"49,0";"Baixo"
"2022-01-24";"Rio Grande do Sul";"57,0";"Baixo"
"2022-01-31";"Rio Grande do Sul";"54,0";"Baixo"
"2022-02-07";"Rio Grande do Sul";"57,0";"Baixo"
"2022-02-14";"Rio Grande do Sul";"59,0";"Baixo"
"2022-02-22";"Rio Grande do Sul";"57,0";"Baixo"
"2022-03-07";"Rio Grande do Sul";"57,0";"Baixo"
"2022-03-21";"Rio Grande do Sul";"58,0";"Baixo"
"2022-04-04";"Rio Grande do Sul";"60,0";"Médio"
"2022-04-25";"Rio Grande do Sul";;
"2020-07-17";"Mato Grosso do Sul";"53,0";"Baixo"
"2020-07-27";"Mato Grosso do Sul";"53,9";"Baixo"
"2020-08-10";"Mato Grosso do Sul";"69,0";"Médio"
"2020-08-24";"Mato Grosso do Sul";"53,8";"Baixo"
"2020-09-07";"Mato Grosso do Sul";"56,6";"Baixo"
"2020-09-21";"Mato Grosso do Sul";"48,8";"Baixo"
"2020-10-05";"Mato Grosso do Sul";"50,4";"Baixo"
"2020-10-26";"Mato Grosso do Sul";"35,5";"Baixo"
"2020-11-09";"Mato Grosso do Sul";"40,3";"Baixo"
"2020-11-23";"Mato Grosso do Sul";"59,9";"Baixo"
"2020-12-07";"Mato Grosso do Sul";"85,4";"Crítico"
"2020-12-21";"Mato Grosso do Sul";"93,6";"Crítico"
"2021-01-04";"Mato Grosso do Sul";"85,6";"Crítico"
"2021-01-18";"Mato Grosso do Sul";"81,0";"Crítico"
"2021-02-01";"Mato Grosso do Sul";"64,6";"Médio"
"2021-02-22";"Mato Grosso do Sul";"76,0";"Médio"
"2021-03-01";"Mato Grosso do Sul";"88,0";"Crítico"
"2021-03-08";"Mato Grosso do Sul";"98,7";"Crítico"
"2021-03-15";"Mato Grosso do Sul";"93,0";"Crítico"
"2021-03-22";"Mato Grosso do Sul";"106,0";"Crítico"
"2021-03-29";"Mato Grosso do Sul";"100,0";"Crítico"
"2021-04-05";"Mato Grosso do Sul";"106,0";"Crítico"
"2021-04-12";"Mato Grosso do Sul";"100,0";"Crítico"
"2021-04-19";"Mato Grosso do Sul";"100,0";"Crítico"
"2021-04-26";"Mato Grosso do Sul";"96,0";"Crítico"
"2021-05-03";"Mato Grosso do Sul";"101,0";"Crítico"
"2021-05-10";"Mato Grosso do Sul";"85,0";"Crítico"
"2021-05-17";"Mato Grosso do Sul";"88,0";"Crítico"
"2021-05-24";"Mato Grosso do Sul";"99,0";"Crítico"
"2021-05-31";"Mato Grosso do Sul";"106,0";"Crítico"
"2021-06-07";"Mato Grosso do Sul";"107,0";"Crítico"
"2021-06-14";"Mato Grosso do Sul";"91,0";"Crítico"
"2021-06-21";"Mato Grosso do Sul";"96,0";"Crítico"
"2021-06-28";"Mato Grosso do Sul";"88,0";"Crítico"
"2021-07-05";"Mato Grosso do Sul";"74,0";"Médio"
"2021-07-12";"Mato Grosso do Sul";"68,0";"Médio"
"2021-07-19";"Mato Grosso do Sul";"66,0";"Médio"
"2021-07-26";"Mato Grosso do Sul";"61,0";"Médio"
"2021-08-02";"Mato Grosso do Sul";"62,0";"Médio"
"2021-08-09";"Mato Grosso do Sul";"56,0";"Baixo"
"2021-08-16";"Mato Grosso do Sul";"48,0";"Baixo"
"2021-08-23";"Mato Grosso do Sul";"43,0";"Baixo"
"2021-08-30";"Mato Grosso do Sul";"37,0";"Baixo"
"2021-09-06";"Mato Grosso do Sul";"34,0";"Baixo"
"2021-09-13";"Mato Grosso do Sul";"28,0";"Baixo"
"2021-09-20";"Mato Grosso do Sul";"24,0";"Baixo"
"2021-09-27";"Mato Grosso do Sul";"24,0";"Baixo"
"2021-10-04";"Mato Grosso do Sul";"35,0";"Baixo"
"2021-10-11";"Mato Grosso do Sul";"20,0";"Baixo"
"2021-10-18";"Mato Grosso do Sul";"14,0";"Baixo"
"2021-10-25";"Mato Grosso do Sul";"13,0";"Baixo"
"2021-11-01";"Mato Grosso do Sul";"21,0";"Baixo"
"2021-11-08";"Mato Grosso do Sul";"32,0";"Baixo"
"2021-11-15";"Mato Grosso do Sul";"30,0";"Baixo"
"2021-11-22";"Mato Grosso do Sul";"26,0";"Baixo"
"2021-11-29";"Mato Grosso do Sul";"27,0";"Baixo"
"2021-12-06";"Mato Grosso do Sul";"27,0";"Baixo"
"2021-12-20";"Mato Grosso do Sul";"25,0";"Baixo"
"2022-01-05";"Mato Grosso do Sul";"15,0";"Baixo"
"2022-01-10";"Mato Grosso do Sul";;
"2022-01-17";"Mato Grosso do Sul";"65,0";"Médio"
"2022-01-24";"Mato Grosso do Sul";"80,0";"Crítico"
"2022-01-31";"Mato Grosso do Sul";"103,0";"Crítico"
"2022-02-07";"Mato Grosso do Sul";"92,0";"Crítico"
"2022-02-14";"Mato Grosso do Sul";"85,0";"Crítico"
"2022-02-22";"Mato Grosso do Sul";"82,0";"Crítico"
"2022-03-07";"Mato Grosso do Sul";"44,0";"Baixo"
"2022-03-21";"Mato Grosso do Sul";"25,0";"Baixo"
"2022-04-04";"Mato Grosso do Sul";"13,0";"Baixo"
"2022-04-25";"Mato Grosso do Sul";"13,0";"Baixo"
"2020-07-17";"Mato Grosso";"93,1";"Crítico"
"2020-07-27";"Mato Grosso";"90,1";"Crítico"
"2020-08-10";"Mato Grosso";"79,2";"Médio"
"2020-08-24";"Mato Grosso";"75,6";"Médio"
"2020-09-07";"Mato Grosso";"69,3";"Médio"
"2020-09-21";"Mato Grosso";"60,5";"Médio"
"2020-10-05";"Mato Grosso";"51,9";"Baixo"
"2020-10-26";"Mato Grosso";"42,8";"Baixo"
"2020-11-09";"Mato Grosso";"33,3";"Baixo"
"2020-11-23";"Mato Grosso";"34,2";"Baixo"
"2020-12-07";"Mato Grosso";"35,5";"Baixo"
"2020-12-21";"Mato Grosso";"40,9";"Baixo"
"2021-01-04";"Mato Grosso";"51,1";"Baixo"
"2021-01-18";"Mato Grosso";"58,1";"Baixo"
"2021-02-01";"Mato Grosso";"59,3";"Baixo"
"2021-02-22";"Mato Grosso";"74,8";"Médio"
"2021-03-01";"Mato Grosso";"89,0";"Crítico"
"2021-03-08";"Mato Grosso";"99,0";"Crítico"
"2021-03-15";"Mato Grosso";"95,0";"Crítico"
"2021-03-22";"Mato Grosso";"99,0";"Crítico"
"2021-03-29";"Mato Grosso";"97,0";"Crítico"
"2021-04-05";"Mato Grosso";"98,0";"Crítico"
"2021-04-12";"Mato Grosso";"98,0";"Crítico"
"2021-04-19";"Mato Grosso";"96,0";"Crítico"
"2021-04-26";"Mato Grosso";"91,0";"Crítico"
"2021-05-03";"Mato Grosso";"88,0";"Crítico"
"2021-05-10";"Mato Grosso";"79,0";"Médio"
"2021-05-17";"Mato Grosso";"80,0";"Crítico"
"2021-05-24";"Mato Grosso";"87,0";"Crítico"
"2021-05-31";"Mato Grosso";"95,0";"Crítico"
"2021-06-07";"Mato Grosso";"87,0";"Crítico"
"2021-06-14";"Mato Grosso";"93,0";"Crítico"
"2021-06-21";"Mato Grosso";"86,0";"Crítico"
"2021-06-28";"Mato Grosso";"75,0";"Médio"
"2021-07-05";"Mato Grosso";"76,0";"Médio"
"2021-07-12";"Mato Grosso";"75,0";"Médio"
"2021-07-19";"Mato Grosso";"70,0";"Médio"
"2021-07-26";"Mato Grosso";"63,0";"Médio"
"2021-08-02";"Mato Grosso";"79,0";"Médio"
"2021-08-09";"Mato Grosso";"79,0";"Médio"
"2021-08-16";"Mato Grosso";"61,0";"Médio"
"2021-08-23";"Mato Grosso";"59,0";"Baixo"
"2021-08-30";"Mato Grosso";"45,0";"Baixo"
"2021-09-06";"Mato Grosso";"43,0";"Baixo"
"2021-09-13";"Mato Grosso";"41,0";"Baixo"
"2021-09-20";"Mato Grosso";"40,0";"Baixo"
"2021-09-27";"Mato Grosso";"29,0";"Baixo"
"2021-10-04";"Mato Grosso";"35,0";"Baixo"
"2021-10-11";"Mato Grosso";"31,0";"Baixo"
"2021-10-18";"Mato Grosso";"24,0";"Baixo"
"2021-10-25";"Mato Grosso";"26,0";"Baixo"
"2021-11-01";"Mato Grosso";"31,0";"Baixo"
"2021-11-08";"Mato Grosso";"36,0";"Baixo"
"2021-11-15";"Mato Grosso";"34,0";"Baixo"
"2021-11-22";"Mato Grosso";"36,0";"Baixo"
"2021-11-29";"Mato Grosso";"26,0";"Baixo"
"2021-12-06";"Mato Grosso";"27,0";"Baixo"
"2021-12-20";"Mato Grosso";"33,0";"Baixo"
"2022-01-05";"Mato Grosso";"40,0";"Baixo"
"2022-01-10";"Mato Grosso";"58,0";"Baixo"
"2022-01-17";"Mato Grosso";"84,0";"Crítico"
"2022-01-24";"Mato Grosso";"78,0";"Médio"
"2022-01-31";"Mato Grosso";"86,0";"Crítico"
"2022-02-07";"Mato Grosso";"81,0";"Crítico"
"2022-02-14";"Mato Grosso";"72,0";"Médio"
"2022-02-22";"Mato Grosso";"63,0";"Médio"
"2022-03-07";"Mato Grosso";"32,0";"Baixo"
"2022-03-21";"Mato Grosso";"27,0";"Baixo"
"2022-04-04";"Mato Grosso";"21,0";"Baixo"
"2022-04-25";"Mato Grosso";;
"2020-07-17";"Goiás";"84,0";"Crítico"
"2020-07-27";"Goiás";"82,8";"Crítico"
"2020-08-10";"Goiás";"83,2";"Crítico"
"2020-08-24";"Goiás";"87,3";"Crítico"
"2020-09-07";"Goiás";"81,9";"Crítico"
"2020-09-21";"Goiás";"84,7";"Crítico"
"2020-10-05";"Goiás";"73,8";"Médio"
"2020-10-26";"Goiás";"63,1";"Médio"
"2020-11-09";"Goiás";"46,6";"Baixo"
"2020-11-23";"Goiás";"41,2";"Baixo"
"2020-12-07";"Goiás";"44,0";"Baixo"
"2020-12-21";"Goiás";"54,7";"Baixo"
"2021-01-04";"Goiás";"51,8";"Baixo"
"2021-01-18";"Goiás";"66,7";"Médio"
"2021-02-01";"Goiás";"90,5";"Crítico"
"2021-02-22";"Goiás";"89,2";"Crítico"
"2021-03-01";"Goiás";"95,0";"Crítico"
"2021-03-08";"Goiás";"97,1";"Crítico"
"2021-03-15";"Goiás";"97,0";"Crítico"
"2021-03-22";"Goiás";"99,0";"Crítico"
"2021-03-29";"Goiás";"94,0";"Crítico"
"2021-04-05";"Goiás";"96,0";"Crítico"
"2021-04-12";"Goiás";"96,0";"Crítico"
"2021-04-19";"Goiás";"90,0";"Crítico"
"2021-04-26";"Goiás";"89,0";"Crítico"
"2021-05-03";"Goiás";"82,0";"Crítico"
"2021-05-10";"Goiás";"84,0";"Crítico"
"2021-05-17";"Goiás";"79,0";"Médio"
"2021-05-24";"Goiás";"84,0";"Crítico"
"2021-05-31";"Goiás";"89,0";"Crítico"
"2021-06-07";"Goiás";"90,0";"Crítico"
"2021-06-14";"Goiás";"85,0";"Crítico"
"2021-06-21";"Goiás";"85,0";"Crítico"
"2021-06-28";"Goiás";"85,0";"Crítico"
"2021-07-05";"Goiás";"74,0";"Médio"
"2021-07-12";"Goiás";"81,0";"Crítico"
"2021-07-19";"Goiás";"85,0";"Crítico"
"2021-07-26";"Goiás";"86,0";"Crítico"
"2021-08-02";"Goiás";"82,0";"Crítico"
"2021-08-09";"Goiás";"78,0";"Médio"
"2021-08-16";"Goiás";"69,0";"Médio"
"2021-08-23";"Goiás";"64,0";"Médio"
"2021-08-30";"Goiás";"62,0";"Médio"
"2021-09-06";"Goiás";"52,0";"Baixo"
"2021-09-13";"Goiás";"51,0";"Baixo"
"2021-09-20";"Goiás";"42,0";"Baixo"
"2021-09-27";"Goiás";"43,0";"Baixo"
"2021-10-04";"Goiás";"49,0";"Baixo"
"2021-10-11";"Goiás";"49,0";"Baixo"
"2021-10-18";"Goiás";"42,0";"Baixo"
"2021-10-25";"Goiás";"36,0";"Baixo"
"2021-11-01";"Goiás";"30,0";"Baixo"
"2021-11-08";"Goiás";"30,0";"Baixo"
"2021-11-15";"Goiás";"29,0";"Baixo"
"2021-11-22";"Goiás";"25,0";"Baixo"
"2021-11-29";"Goiás";"24,0";"Baixo"
"2021-12-06";"Goiás";"22,0";"Baixo"
"2021-12-20";"Goiás";"28,0";"Baixo"
"2022-01-05";"Goiás";"49,0";"Baixo"
"2022-01-10";"Goiás";"67,0";"Médio"
"2022-01-17";"Goiás";"81,0";"Crítico"
"2022-01-24";"Goiás";"82,0";"Crítico"
"2022-01-31";"Goiás";"91,0";"Crítico"
"2022-02-07";"Goiás";"80,0";"Crítico"
"2022-02-14";"Goiás";"72,0";"Médio"
"2022-02-22";"Goiás";"72,0";"Médio"
"2022-03-07";"Goiás";"58,0";"Baixo"
"2022-03-21";"Goiás";"32,0";"Baixo"
"2022-04-04";"Goiás";"47,0";"Baixo"
"2022-04-25";"Goiás";"50,0";"Baixo"
"2020-07-17";"Distrito Federal";"81,0";"Crítico"
"2020-07-27";"Distrito Federal";"80,8";"Crítico"
"2020-08-10";"Distrito Federal";"87,0";"Crítico"
"2020-08-24";"Distrito Federal";"70,4";"Médio"
"2020-09-07";"Distrito Federal";"78,0";"Médio"
"2020-09-21";"Distrito Federal";"75,8";"Médio"
"2020-10-05";"Distrito Federal";"56,4";"Baixo"
"2020-10-26";"Distrito Federal";"60,9";"Médio"
"2020-11-09";"Distrito Federal";"65,7";"Médio"
"2020-11-23";"Distrito Federal";"34,8";"Baixo"
"2020-12-07";"Distrito Federal";"55,8";"Baixo"
"2020-12-21";"Distrito Federal";"79,4";"Médio"
"2021-01-04";"Distrito Federal";"88,7";"Crítico"
"2021-01-18";"Distrito Federal";"73,5";"Médio"
"2021-02-01";"Distrito Federal";"69,8";"Médio"
"2021-02-22";"Distrito Federal";"87,0";"Crítico"
"2021-03-01";"Distrito Federal";"91,0";"Crítico"
"2021-03-08";"Distrito Federal";"97,4";"Crítico"
"2021-03-15";"Distrito Federal";"97,0";"Crítico"
"2021-03-22";"Distrito Federal";"99,0";"Crítico"
"2021-03-29";"Distrito Federal";"97,0";"Crítico"
"2021-04-05";"Distrito Federal";"99,0";"Crítico"
"2021-04-12";"Distrito Federal";"98,0";"Crítico"
"2021-04-19";"Distrito Federal";"98,0";"Crítico"
"2021-04-26";"Distrito Federal";"97,0";"Crítico"
"2021-05-03";"Distrito Federal";"91,0";"Crítico"
"2021-05-10";"Distrito Federal";"81,0";"Crítico"
"2021-05-17";"Distrito Federal";"84,0";"Crítico"
"2021-05-24";"Distrito Federal";"96,0";"Crítico"
"2021-05-31";"Distrito Federal";"95,0";"Crítico"
"2021-06-07";"Distrito Federal";"90,0";"Crítico"
"2021-06-14";"Distrito Federal";"92,0";"Crítico"
"2021-06-21";"Distrito Federal";"82,0";"Crítico"
"2021-06-28";"Distrito Federal";"81,0";"Crítico"
"2021-07-05";"Distrito Federal";"82,0";"Crítico"
"2021-07-12";"Distrito Federal";"80,0";"Crítico"
"2021-07-19";"Distrito Federal";"75,0";"Médio"
"2021-07-26";"Distrito Federal";"83,0";"Crítico"
"2021-08-02";"Distrito Federal";"61,0";"Médio"
"2021-08-09";"Distrito Federal";"59,0";"Baixo"
"2021-08-16";"Distrito Federal";"61,0";"Médio"
"2021-08-23";"Distrito Federal";"63,0";"Médio"
"2021-08-30";"Distrito Federal";"58,0";"Baixo"
"2021-09-06";"Distrito Federal";"57,0";"Baixo"
"2021-09-13";"Distrito Federal";"55,0";"Baixo"
"2021-09-20";"Distrito Federal";"66,0";"Médio"
"2021-09-27";"Distrito Federal";"71,0";"Médio"
"2021-10-04";"Distrito Federal";"83,0";"Crítico"
"2021-10-11";"Distrito Federal";"89,0";"Crítico"
"2021-10-18";"Distrito Federal";"80,0";"Crítico"
"2021-10-25";"Distrito Federal";"71,0";"Médio"
"2021-11-01";"Distrito Federal";"45,0";"Baixo"
"2021-11-08";"Distrito Federal";"48,0";"Baixo"
"2021-11-15";"Distrito Federal";"58,0";"Baixo"
"2021-11-22";"Distrito Federal";"84,0";"Crítico"
"2021-11-29";"Distrito Federal";"74,0";"Médio"
"2021-12-06";"Distrito Federal";"59,0";"Baixo"
"2021-12-20";"Distrito Federal";"60,0";"Médio"
"2022-01-05";"Distrito Federal";"57,0";"Baixo"
"2022-01-10";"Distrito Federal";"74,0";"Médio"
"2022-01-17";"Distrito Federal";"74,0";"Médio"
"2022-01-24";"Distrito Federal";"98,0";"Crítico"
"2022-01-31";"Distrito Federal";"97,0";"Crítico"
"2022-02-07";"Distrito Federal";"99,0";"Crítico"
"2022-02-14";"Distrito Federal";"99,0";"Crítico"
"2022-02-22";"Distrito Federal";"100,0";"Crítico"
"2022-03-07";"Distrito Federal";"56,0";"Baixo"
"2022-03-21";"Distrito Federal";"52,0";"Baixo"
"2022-04-04";"Distrito Federal";"64,0";"Médio"
"2022-04-25";"Distrito Federal";"19,0";"Baixo"
"2020-07-17";"Rio de Janeiro";"66,0";"Médio"
"2020-07-27";"Rio de Janeiro";"71,0";"Médio"
"2020-08-10";"Rio de Janeiro";"63,0";"Médio"
"2020-08-24";"Rio de Janeiro";"68,0";"Médio"
"2020-09-07";"Rio de Janeiro";"25,3";"Baixo"
"2020-09-21";"Rio de Janeiro";"41,4";"Baixo"
"2020-10-05";"Rio de Janeiro";"55,0";"Baixo"
"2020-10-26";"Rio de Janeiro";"51,1";"Baixo"
"2020-11-09";"Rio de Janeiro";"53,2";"Baixo"
"2020-11-23";"Rio de Janeiro";"70,0";"Médio"
"2020-12-07";"Rio de Janeiro";"73,4";"Médio"
"2020-12-21";"Rio de Janeiro";"77,0";"Médio"
"2021-01-04";"Rio de Janeiro";"73,3";"Médio"
"2021-01-18";"Rio de Janeiro";"74,5";"Médio"
"2021-02-01";"Rio de Janeiro";"60,4";"Médio"
"2021-02-22";"Rio de Janeiro";"61,3";"Médio"
"2021-03-01";"Rio de Janeiro";"63,0";"Médio"
"2021-03-08";"Rio de Janeiro";"69,3";"Médio"
"2021-03-15";"Rio de Janeiro";"79,0";"Médio"
"2021-03-22";"Rio de Janeiro";"85,0";"Crítico"
"2021-03-29";"Rio de Janeiro";"88,0";"Crítico"
"2021-04-05";"Rio de Janeiro";"91,0";"Crítico"
"2021-04-12";"Rio de Janeiro";"90,0";"Crítico"
"2021-04-19";"Rio de Janeiro";"86,0";"Crítico"
"2021-04-26";"Rio de Janeiro";"88,0";"Crítico"
"2021-05-03";"Rio de Janeiro";"86,0";"Crítico"
"2021-05-10";"Rio de Janeiro";"87,0";"Crítico"
"2021-05-17";"Rio de Janeiro";"83,0";"Crítico"
"2021-05-24";"Rio de Janeiro";"83,0";"Crítico"
"2021-05-31";"Rio de Janeiro";"85,0";"Crítico"
"2021-06-07";"Rio de Janeiro";"81,0";"Crítico"
"2021-06-14";"Rio de Janeiro";"71,0";"Médio"
"2021-06-21";"Rio de Janeiro";"66,0";"Médio"
"2021-06-28";"Rio de Janeiro";"63,0";"Médio"
"2021-07-05";"Rio de Janeiro";"59,0";"Baixo"
"2021-07-12";"Rio de Janeiro";"57,0";"Baixo"
"2021-07-19";"Rio de Janeiro";"60,0";"Médio"
"2021-07-26";"Rio de Janeiro";"59,0";"Baixo"
"2021-08-02";"Rio de Janeiro";"61,0";"Médio"
"2021-08-09";"Rio de Janeiro";"67,0";"Médio"
"2021-08-16";"Rio de Janeiro";"70,0";"Médio"
"2021-08-23";"Rio de Janeiro";"69,0";"Médio"
"2021-08-30";"Rio de Janeiro";"72,0";"Médio"
"2021-09-06";"Rio de Janeiro";"66,0";"Médio"
"2021-09-13";"Rio de Janeiro";"62,0";"Médio"
"2021-09-20";"Rio de Janeiro";"58,0";"Baixo"
"2021-09-27";"Rio de Janeiro";"50,0";"Baixo"
"2021-10-04";"Rio de Janeiro";"46,0";"Baixo"
"2021-10-11";"Rio de Janeiro";"44,0";"Baixo"
"2021-10-18";"Rio de Janeiro";"36,0";"Baixo"
"2021-10-25";"Rio de Janeiro";"32,0";"Baixo"
"2021-11-01";"Rio de Janeiro";"31,0";"Baixo"
"2021-11-08";"Rio de Janeiro";"28,0";"Baixo"
"2021-11-15";"Rio de Janeiro";"27,0";"Baixo"
"2021-11-22";"Rio de Janeiro";"32,0";"Baixo"
"2021-11-29";"Rio de Janeiro";"11,0";"Baixo"
"2021-12-06";"Rio de Janeiro";"10,0";"Baixo"
"2021-12-20";"Rio de Janeiro";"10,0";"Baixo"
"2022-01-05";"Rio de Janeiro";"9,0";"Baixo"
"2022-01-10";"Rio de Janeiro";"12,0";"Baixo"
"2022-01-17";"Rio de Janeiro";;
"2022-01-24";"Rio de Janeiro";"62,0";"Médio"
"2022-01-31";"Rio de Janeiro";"62,0";"Médio"
"2022-02-07";"Rio de Janeiro";"59,0";"Baixo"
"2022-02-14";"Rio de Janeiro";"52,0";"Baixo"
"2022-02-22";"Rio de Janeiro";"46,0";"Baixo"
"2022-03-07";"Rio de Janeiro";"53,0";"Baixo"
